scenario	<03:00000000>アイグレッテ・グランバザール\nストレイライズ遺跡\nストレイライズ大神殿\nアイグレッテ港	<03:00000000>Aigrette Grand Bazaar\nStraylize Ruins\nStraylize Grand Temple\nAigrette Port	translated
scenario	<03:00000000>アイグレッテ（未来）\nチェリク\nヒートリバー\nホープタウン	<03:00000000>Aigrette (Future)\nCherik\nHeat River\nHope Town	translated
scenario	<03:00000000>アイテム操作／称号取得／時代変更{02}	<03:00000000>Item ops / Get titles / Change era{02}	translated
scenario	<03:00000000>アクアヴェイル\nカルビオラ地下墓地\n地上軍拠点跡地\nラストダンジョン	<03:00000000>Aqua Veil\nKalviola Catacombs\nGround Base Ruins\nLast Dungeon	translated
scenario	<03:00000000>オベロン社廃坑\nスノーフリア\nハイデルベルグ新市街\nハイデルベルグ城	<03:00000000>Oberon Mine\nSnowfria\nHeidelberg New City\nHeidelberg Castle	translated
scenario	<03:00000000>ダイクロフト（天地戦争）\nスパイラルケイブ\nベルクラント\nダイクロフト（ＴＯＤ１）	<03:00000000>Dycroft (Aeth'er Wars)\nSpiral Cave\nBelcrant\nDycroft (ToD1)	translated
scenario	<03:00000000>トラッシュマウンテン\nカルバレイス\n飛行竜\nヴァンジェロ	<03:00000000>Trash Mountain\nCalvalese\nFlying Dragon\nVangelo	translated
scenario	<03:00000000>ミクトラン部屋方面(上)へ行きたい\n制御室(下)へ行きたい	<03:00000000>To the Mictlan room (up)\nTo the control room (down)	translated
scenario	<03:00000000>ラグナ遺跡\n地下水路\nダリルシェイド\nハーメンツヴァレー	<03:00000000>Ragna Ruins\nUnderground Waterway\nDarilsheid\nHarmentz Valley	translated
scenario	<03:00000000>ワールドマップ時代を変更しますか？	<03:00000000>Change the world map era?	translated
scenario	<03:00000000>元にもどす\nモノクロ調\nセピア調\nランダム	<03:00000000>Revert\nMonochrome\nSepia\nRandom	translated
scenario	<03:00000000>制御室方面へ\n格納庫方面へ	<03:00000000>Toward the control room\nToward the hangar	translated
scenario	<03:00000000>定期船\nリーネの村\n白雲の尾根山小屋\nノイシュタット	<03:00000000>Ferry\nLienea Village\nHakuun Ridge Cabin\nNeuestadt	translated
scenario	<03:00000000>戦闘準備\n<Kyle>で再戦設定\n<Reala>で再戦設定\n<Kyle>が娘と再戦設定	<03:00000000>Battle Prep\nRematch as <Kyle>\nRematch as <Reala>\n<Kyle> vs. daughter	translated
scenario	<03:00000000>戦闘準備\n<Reala>と組んで再戦\n<Nanaly>と組んで再戦\n<Harold>と組んで再戦	<03:00000000>Battle Prep\nRematch with <Reala>\nRematch with <Nanaly>\nRematch with <Harold>	translated
scenario	<03:00000000>戦闘準備\n再戦設定	<03:00000000>Battle Prep\nRematch Settings	translated
scenario	<03:00000000>未開の森\nスペランツァ\nレアルタ\n光のほこら	<03:00000000>Untamed Forest\nSperanza\nRealta\nShrine of Light	translated
scenario	<03:00000000>海岸の洞窟\n地上軍拠点\nラディスロウ\n物資貯蔵庫	<03:00000000>Coastal Cave\nGround Forces Base\nRadisrol\nSupply Depot	translated
scenario	<03:00000000>現代　　　　　キャンセルで\n未来　　　　　最終現代が\n改変現代　　　セット\n天地戦争　　　されます	<03:00000000>Present　　　 Cancel\nFuture　　　　sets\nAltered Present　the Final\nAeth'er Wars　 Present	translated
scenario	<03:00000000>現在、{18}{45}{E4}{C0}です\n完成まで<0B:00000001>{14}{26}{0C}{C0}分{14}{26}{0A}{C0}<0B:00000000>秒かかります	<03:00000000>Currently {18}{45}{E4}{C0}.\nWill take <0B:00000001>{14}{26}{0C}{C0} min. {14}{26}{0A}{C0}<0B:00000000> sec. to complete.	recover
scenario	<03:00000000>称号全部取得\nアイテム没収\nアイテム入手\nフィールドの時代を変更する	<03:00000000>Get all titles\nConfiscate items\nObtain items\nChange the field's era	translated
scenario	<03:00000000>通常サイズ\n大きい	<03:00000000>Normal size\nLarge	translated
scenario	<03:00000000>鍛冶屋ランク：{18}{45}{E8}{C0}\n開発資金残高：<0B:00000001>{14}{26}{28}{90}{32}{C7}{C0}<0B:00000000>ガルド\n状況：{18}{45}{E4}{C0}	<03:00000000>Blacksmith Rank: {18}{45}{E8}{C0}\nDevelopment Fund Balance: <0B:00000001>{14}{26}{28}{90}{32}{C7}{C0}<0B:00000000> Gald\nStatus: {18}{45}{E4}{C0}	recover
scenario	<03:00000000>１ページ\n２ページ\n３ページ\n次ページ	<03:00000000>Page 1\nPage 2\nPage 3\nNext page	translated
scenario	<03:00000000>４ページ\n５ページ\n６ページ\n次ページ	<03:00000000>Page 4\nPage 5\nPage 6\nNext page	translated
scenario	<03:00000000>７ページ\n８ページ\n９ページ\nやめる	<03:00000000>Page 7\nPage 8\nPage 9\nStop	translated
scenario	<03:00000000>ＧＡＭＥをやめますか？\n\n<button:00000035>やめる　<button:00000036>やめない	　\n<03:00000000>Quit the game?\n<button:00000035>Yes <button:00000036>No	recover
scenario	<0B:00000001>{14}{34}{8C}{C0}ガルドを手に入れました<0B:00000000>	<0B:00000001>Acquired {14}{34}{8C}{C0} Gald.<0B:00000000>	recover
scenario	<0B:00000001>{14}{34}{98}{C0}<0B:00000000>ガルドになりますが\nお泊まりになりますか？\n<03:00000000>　はい\n　いいえ	It'll be <0B:00000001>{14}{34}{98}{C0}<0B:00000000> Gald.\nWould you like to stay?\n<03:00000000>　Yes\n　No	translated
scenario	<0B:00000001>『爆弾製造機』\nレバーＡ：{18}{44}{A4}{C0}\nレバーＢ：{18}{44}{A8}{C0}<0B:00000000>	<0B:00000001>Bomb Manufacturing Machine\nLever A: {18}{44}{A4}{C0}\nLever B: {18}{44}{A8}{C0}<0B:00000000>	recover
scenario	<0B:00000001>異常な数値を検出　{14}{24}{80}{C0}　{14}{24}{82}{C0}<0B:00000000>	<0B:00000001>Anomalous readings detected　{14}{24}{80}{C0}　{14}{24}{82}{C0}<0B:00000000>	translated
scenario	<Harold>さん\n本当に、ありがとうございます	<Harold>,\nthank you so very much.	translated
scenario	<Harold>と組んで再戦	Rematch with <Harold>	translated
scenario	<Judas>\nあんた、自分で剣を交えるって\n言ってたじゃない\n忘れてたの？	<Judas>, you said yourself\nyou'd cross swords with it.\nDid you forget?	translated
scenario	<Judas>さん\n本当に、ありがとうございます	<Judas>,\nthank you so very much.	translated
scenario	<Kyle>\nちょっと、手荷物が多すぎるな	<Kyle>,\nyou're carrying too much.	translated
scenario	<Kyle>\n何も悩むこたね～んだ\n何度来られても、叩きのめすのみ！	<Kyle>, there's nothin'\nto fret over. However many\ncome, we just knock 'em down!	translated
scenario	<Kyle>\n答えは、あんたの中にしかないわ	<Kyle>,\nthe answer is only inside you.	translated
scenario	<Kyle>、はやく\nハミガキしておいでよ\n朝ゴハンの時間だよ	<Kyle>, hurry up and\ngo brush your teeth.\nIt's breakfast time.	translated
scenario	<Kyle>、聞こえてますよ････	<Kyle>, I can hear you...	translated
scenario	<Kyle>くん\n前にも話したが、私たちにとって\n君は息子のようなものだ	<Kyle>, as I told you before,\nto us,\nyou are like a son.	translated
scenario	<Kyle>たちは\n称号「<item:00000853>」を得ました	<Kyle> and party acquired the title\n"<item:00000853>".	recover
scenario	<Kyle>と再戦ね	Rematch with <Kyle>, then.	translated
scenario	<Kyle>！　あの子のためにも、\nあたしくらい、超えてみせなさい!!\nさ！　行くわよぉッ～!!	<Kyle>! For that girl's sake too,\nat least get past me!!\nCome on, here I go~!!	translated
scenario	<Loni>さん\n本当に、ありがとうございます	<Loni>,\nthank you so very much.	translated
scenario	<Loni>さん、聞こえてますよ････	<Loni>, I can hear you...	translated
scenario	<Nanaly>から聞いたよ！\nあんたらのおかげで、\nルー坊がなおったんだって!?	<Nanaly> told us!\nThanks to you all, little Lou\ngot better, is that true?!	translated
scenario	<Nanaly>さん\n本当に、ありがとうございます	<Nanaly>,\nthank you so very much.	translated
scenario	<Nanaly>と組んで再戦	Rematch with <Nanaly>	translated
scenario	<Reala>さん\n本当に、ありがとうございます	<Reala>,\nthank you so very much.	translated
scenario	<Reala>と再戦ね	Rematch with <Reala>, then.	translated
scenario	<Reala>と組んで再戦	Rematch with <Reala>	translated
scenario	<button:0000003A>ボタンで熱線を発射できるが、\n一発毎にレンズを一枚消費する\nムダ撃ちはするなよ	You can fire a heat ray with the <button:0000003A>\nbutton, but each shot consumes one\nLens. Don't waste your shots.	recover
scenario	<color:00000002>誰か<color:00000007>	<color:00000002>Someone<color:00000007>	translated
scenario	<item:00000012>はひと瓶\n<0B:00000001>{14}{35}{D0}{C0}<0B:00000000>ガルドです	<item:00000012> is <0B:00000001>{14}{35}{D0}{C0}<0B:00000000> Gald per bottle.	recover
scenario	<item:00000012>はひと瓶\n<0B:00000001>{14}{35}{E4}{C0}<0B:00000000>ガルドです	<item:00000012> is <0B:00000001>{14}{35}{E4}{C0}<0B:00000000> Gald per bottle.	recover
scenario	<item:00000012>はひと瓶\n<0B:00000001>{14}{35}{F0}{C0}<0B:00000000>ガルドです	<item:00000012> is <0B:00000001>{14}{35}{F0}{C0}<0B:00000000> Gald per bottle.	recover
scenario	<item:00000012>はひと瓶\n<0B:00000001>{14}{36}{30}{C0}<0B:00000000>ガルドです	<item:00000012> is one bottle.\n<0B:00000001>{14}{36}{30}{C0}<0B:00000000> Gald.	recover
scenario	<item:00000012>はひと瓶\n<0B:00000001>{14}{36}{44}{C0}<0B:00000000>ガルドです	<item:00000012> is one bottle.\n<0B:00000001>{14}{36}{44}{C0}<0B:00000000> Gald.	recover
scenario	<item:00000012>はひと瓶\n<0B:00000001>{14}{37}{40}{C0}<0B:00000000>ガルドです	<item:00000012> is <0B:00000001>{14}{37}{40}{C0}<0B:00000000> Gald per bottle.	recover
scenario	<item:0000002C>をもらいました	Acquired <item:0000002C>.	recover
scenario	<item:0000002C>を使えば\n手の届かない場所にあるスイッチを押せる	Using the <item:0000002C>, you can press switches\nin places beyond your reach.	recover
scenario	<item:0000002E>を手にいれました	Acquired <item:0000002E>.	recover
scenario	<item:0000002F>をはめ込みました	Inserted <item:0000002F>.	recover
scenario	<item:00000030>を手に入れました	Acquired <item:00000030>.	recover
scenario	<item:00000031>は\nアクアヴェイルのおみやげ屋で\n売っているそうじゃのぉ････	They say <item:00000031> is sold\nat the souvenir shop in Aquaveil...	recover
scenario	<item:00000031>をあげました	Gave <item:00000031>.	recover
scenario	<item:00000031>を返してくれました	<item:00000031> was returned.	recover
scenario	<item:00000032>が入っていた切りかぶがある\n何か不思議な力を持っているようだ	A stump that once held\n<item:00000032>.\nIt seems to carry\nsome mysterious power.	translated
scenario	<item:00000032>を手に入れました	Acquired <item:00000032>.	recover
scenario	<item:00000034>、<item:00000035>、<item:00000036>\n三つの鍵を使ってプロテクトを解除しました	<item:00000034>, <item:00000035>, <item:00000036>\nUsed the three keys\nto release the lock.	translated
scenario	<item:00000037>、<item:00000038>、<item:00000039>\n三つのチップでプロテクトされたコンテナがあります	A container sealed by three chips:\n<item:00000037>, <item:00000038>, <item:00000039>.	recover
scenario	<item:00000037>、<item:00000038>、<item:00000039>を使い\n<item:00000036>を手に入れました	Used <item:00000037>, <item:00000038>, <item:00000039>.\nAcquired <item:00000036>.	recover
scenario	<item:00000042>を手に入れました	Acquired <item:00000042>.	recover
scenario	<item:0000004A>は見つかりましたか？	Have you found <item:0000004A>?	recover
scenario	<item:0000004A>をお願いします	The <item:0000004A>, please.	recover
scenario	<item:0000004A>をみつけたら\nわたしに譲っていただけませんか？	If you find <item:0000004A>,\nwould you mind letting me have it?	recover
scenario	<item:0000004B>を手に入れました	Acquired <item:0000004B>.	recover
scenario	<item:0000004D>、<item:0000005C>、<item:0000006A>を\n手に入れました	Acquired <item:0000004D>, <item:0000005C>,\nand <item:0000006A>.	recover
scenario	<item:00000053>を手に入れました	Acquired <item:00000053>.	recover
scenario	<item:0000005C>を３個、手に入れました	Acquired 3 <item:0000005C>.	recover
scenario	<item:00000061>を手に入れました	Acquired <item:00000061>.	recover
scenario	<item:00000069>を手に入れました	Acquired <item:00000069>.	recover
scenario	<item:0000006A>と<item:0000004D>を\n手に入れました	Acquired <item:0000006A>\nand <item:0000004D>.	recover
scenario	<item:0000006A>を手に入れました	Acquired <item:0000006A>.	recover
scenario	<item:0000006A>を２個手に入れました	Acquired 2 <item:0000006A>.	recover
scenario	<item:00000078>を持っているな	You've got <item:00000078>.	recover
scenario	<item:00000079>を手に入れました	Acquired <item:00000079>.	recover
scenario	<item:0000007D>がありましたが\nいっぱいでこれ以上持てません	Found <item:0000007D>, but\nyou can't carry any more.	translated
scenario	<item:0000007D>を手に入れました	Acquired <item:0000007D>.	recover
scenario	<item:0000007D>を返しました	Returned <item:0000007D>.	recover
scenario	<item:000000B8>を手に入れました	Acquired <item:000000B8>.	recover
scenario	<item:000000C2>を手に入れました	Acquired <item:000000C2>.	recover
scenario	<item:000000F0>を手に入れました	Acquired <item:000000F0>.	recover
scenario	<item:00000121>を手に入れました	Acquired <item:00000121>.	recover
scenario	<item:00000127>を手に入れました	Acquired <item:00000127>.	recover
scenario	<item:00000134>を元に戻しました	Returned <item:00000134>.	recover
scenario	<item:00000134>を手に入れました	Acquired <item:00000134>.	recover
scenario	<item:0000018F>を手に入れました	Acquired <item:0000018F>.	recover
scenario	<item:000001AF>を手に入れました	Acquired <item:000001AF>.	recover
scenario	<item:000001B8>を手に入れました	Acquired <item:000001B8>.	recover
scenario	<item:000001BD>を手に入れました	Acquired <item:000001BD>.	recover
scenario	<item:00000C02>は、\n<item:000001D9>を見せた	<item:00000C02>\nshowed the <item:000001D9>.	translated
scenario	<size:000000C8>オレ達を気にしてって\n本当かなあ～････？	<size:000000C8>You really worry about us?\nIs that true~...?	translated
scenario	<size:000000C8>････さすがはスタンさんの妹････\nと言うか、<Kyle>の叔母さん････	<size:000000C8>...Stahn's sister, all right...\nor rather, <Kyle>'s aunt...	translated
scenario	<size:00000180>そして････十八年の月日が流れた････	<size:00000180>And so... eighteen years passed...	translated
scenario	<size:00000200>････本当です！	<size:00000200>...It's true!	translated
scenario	FLD_EVENT_NUM_SP_01(定期船浮上)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_01 (ferry up)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_02(リーネの村へ)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_02 (to Lienea)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_03(飛空艇入手)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_03 (get airship)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_04(飛行竜逃走)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_04 (dragon flees)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_05(飛行竜追撃)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_05 (dragon chase)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_06(歪みに巻き込まれる)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_06 (warp caught)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_07(ダイクロフト出現)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_07 (Dycroft)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_08(レンズの光)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_08 (Lens light)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_09(光のほこら)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_09 (Light Shrine)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_10(ロケット)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_10 (rocket)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_11(神のたまご)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_11 (God's Egg)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_12(ＥＸダンジョン出現)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_12 (EX Dgn)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_13(ゲーム後ゲーム直前クレスタ)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_13 (postgame)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	FLD_EVENT_NUM_SP_14(神のたまご突入)？<03:00000000>\n　みる！\n　みない！	FLD_EVENT_NUM_SP_14 (enter Egg)?<03:00000000>\n　View!\n　Don't view!	translated
scenario	{14}{34}{08}{C0}ガルド{18}{44}{60}{C0}	{14}{34}{08}{C0} Gald{18}{44}{60}{C0}	translated
scenario	{15}{14}{87}{C0}がバトルをおこないます	{15}{14}{87}{C0} will enter the battle.	recover
scenario	{15}{14}{87}{C0}と{15}{24}{7E}{C0}でタッグバトルに参加します	{15}{14}{87}{C0} and {15}{24}{7E}{C0} will enter the tag battle.	recover
scenario	{15}{22}{02}{C0}がパーティーから\n抜けます。	{15}{22}{02}{C0} leaves\nthe party.	translated
scenario	{15}{34}{78}{C0}は\n称号「{16}{A0}{00}{08}{34}{7C}{CA}{C0}」を得ました	{15}{34}{78}{C0} earned\nthe title "{16}{A0}{00}{08}{34}{7C}{CA}{C0}"!	template
scenario	{15}{34}{EC}{C0}は\n称号「{16}{A0}{00}{08}{34}{F0}{CA}{C0}」を得ました	{15}{34}{EC}{C0} earned\nthe title "{16}{A0}{00}{08}{34}{F0}{CA}{C0}"!	translated
scenario	{15}{34}{F0}{C0}は\n称号「{16}{A0}{00}{08}{34}{F4}{CA}{C0}」を得ました	{15}{34}{F0}{C0} earned\nthe title "{16}{A0}{00}{08}{34}{F4}{CA}{C0}"!	template
scenario	{15}{35}{B8}{C0}は\n称号「{16}{A0}{00}{08}{35}{BC}ﾊﾀ」を得ました	{15}{35}{B8}{C0} earned\nthe title "{16}{A0}{00}{08}{35}{BC}ﾊﾀ"!	translated
scenario	{16}{24}{A4}{C0}を<0B:00000001>{14}{34}{A0}{C0}<0B:00000000>ガルドで\n売ってあげましょうか？	I can sell you {16}{24}{A4}{C0} for <0B:00000001>{14}{34}{A0}{C0}<0B:00000000> Gald.\nWould you like to buy it?	recover
scenario	{16}{25}{C2}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{C2}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{C6}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{C6}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{CA}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{CA}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{CE}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{CE}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{D2}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{D2}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{D6}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{D6}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{DA}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{DA}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{DE}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{DE}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{E2}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{E2}{C0}, but\nyour inventory is full.	translated
scenario	{16}{25}{E6}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{E6}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{EA}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{EA}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{EE}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{EE}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{F2}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{F2}{C0}, but\nyour inventory is full.	template
scenario	{16}{25}{F6}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{F6}{C0}, but\nyour inventory is full.	translated
scenario	{16}{25}{FA}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{25}{FA}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{02}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{02}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{06}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{06}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{0A}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{0A}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{0E}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{0E}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{12}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{12}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{1A}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{1A}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{1A}{C0}を手に入れました	Acquired {16}{26}{1A}{C0}.	recover
scenario	{16}{26}{1E}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{1E}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{22}{C0}がありましたが\nいっぱいで持てませんでした	Found {16}{26}{22}{C0}, but\nyour inventory is full.	recover
scenario	{16}{26}{22}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{22}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{26}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{26}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{2A}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{2A}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{2E}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{2E}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{2E}{C0}を手に入れました	Acquired {16}{26}{2E}{C0}.	recover
scenario	{16}{26}{36}{C0}がありましたが\nいっぱいで持てませんでした	Found {16}{26}{36}{C0}, but\nyour inventory is full.	recover
scenario	{16}{26}{36}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{36}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{3A}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{3A}{C0}, but\nyour inventory is full.	template
scenario	{16}{26}{3E}{C0}を受け取りましたが\nいっぱいで持てませんでした	Received {16}{26}{3E}{C0}, but\nyour inventory is full.	template
